minute,ticker,instrument_token,open,high,low,close,volume
2020-01-01 09:43:00+05:30,NSEBANK,uf-n-1647516767046,32261.9,32261.9,32251.65,32255.45,0
2020-01-01 09:44:00+05:30,NSEBANK,uf-n-1647516767046,32253.05,32253.05,32245.2,32247.55,0
2020-01-01 09:45:00+05:30,NSEBANK,uf-n-1647516767046,32247.6,32251.8,32217.1,32221.05,0
2020-01-01 09:46:00+05:30,NSEBANK,uf-n-1647516767046,32219.85,32220.8,32178.55,32185.15,0
2020-01-01 09:47:00+05:30,NSEBANK,uf-n-1647516767046,32182.75,32193.55,32175.45,32187.55,0
2020-01-01 09:48:00+05:30,NSEBANK,uf-n-1647516767046,32188.35,32207.75,32181.9,32205.3,0
2020-01-01 09:49:00+05:30,NSEBANK,uf-n-1647516767046,32207.35,32210.1,32193.5,32193.5,0
2020-01-01 09:50:00+05:30,NSEBANK,uf-n-1647516767046,32192.4,32193.45,32169.2,32185.6,0
2020-01-01 09:51:00+05:30,NSEBANK,uf-n-1647516767046,32185.2,32194,32181.4,32187.95,0
2020-01-01 09:52:00+05:30,NSEBANK,uf-n-1647516767046,32190.9,32214.25,32190.3,32211.1,0
2020-01-01 09:53:00+05:30,NSEBANK,uf-n-1647516767046,32210.25,32211.65,32200.95,32200.95,0
2020-01-01 09:54:00+05:30,NSEBANK,uf-n-1647516767046,32204.4,32205.65,32187.45,32188.45,0
2020-01-01 09:55:00+05:30,NSEBANK,uf-n-1647516767046,32189.9,32192.6,32183.45,32188.65,0
2020-01-01 09:56:00+05:30,NSEBANK,uf-n-1647516767046,32189.5,32212.1,32187.8,32200.15,0
2020-01-01 09:57:00+05:30,NSEBANK,uf-n-1647516767046,32199.05,32203.05,32189.05,32190.6,0
2020-01-01 09:58:00+05:30,NSEBANK,uf-n-1647516767046,32192.1,32200.1,32190.75,32195.1,0
2020-01-01 09:59:00+05:30,NSEBANK,uf-n-1647516767046,32194.8,32207.9,32189.7,32204.2,0
2020-01-01 10:00:00+05:30,NSEBANK,uf-n-1647516767046,32207.55,32207.55,32196.15,32200.95,0
2020-01-01 10:01:00+05:30,NSEBANK,uf-n-1647516767046,32199.7,32203.3,32189.4,32189.65,0
2020-01-01 10:02:00+05:30,NSEBANK,uf-n-1647516767046,32190.15,32196.5,32189.05,32191.4,0
2020-01-01 10:03:00+05:30,NSEBANK,uf-n-1647516767046,32190.35,32192.75,32177.8,32181.4,0
2020-01-01 10:04:00+05:30,NSEBANK,uf-n-1647516767046,32182,32189.8,32180.45,32189.55,0
2020-01-01 10:05:00+05:30,NSEBANK,uf-n-1647516767046,32189,32192.85,32178,32180.3,0
2020-01-01 10:06:00+05:30,NSEBANK,uf-n-1647516767046,32181.75,32186.75,32176.45,32179.9,0
2020-01-01 10:07:00+05:30,NSEBANK,uf-n-1647516767046,32182.35,32185.65,32179.15,32183.75,0
2020-01-01 10:08:00+05:30,NSEBANK,uf-n-1647516767046,32183.9,32187.75,32178.3,32184.8,0
2020-01-01 10:09:00+05:30,NSEBANK,uf-n-1647516767046,32186.05,32186.05,32136.35,32147.4,0
2020-01-01 10:10:00+05:30,NSEBANK,uf-n-1647516767046,32146.1,32155.75,32131.15,32151.9,0
2020-01-01 10:11:00+05:30,NSEBANK,uf-n-1647516767046,32154.75,32161.5,32149.05,32159.1,0
2020-01-01 10:12:00+05:30,NSEBANK,uf-n-1647516767046,32161.75,32162.65,32147.15,32151.8,0
2020-01-01 10:13:00+05:30,NSEBANK,uf-n-1647516767046,32157.1,32160.05,32140.6,32140.7,0
2020-01-01 10:14:00+05:30,NSEBANK,uf-n-1647516767046,32142.65,32147.3,32134.55,32142.25,0
2020-01-01 10:15:00+05:30,NSEBANK,uf-n-1647516767046,32142.55,32149.1,32134.75,32136.6,0
2020-01-01 10:16:00+05:30,NSEBANK,uf-n-1647516767046,32141.2,32142.6,32133.55,32140.2,0
2020-01-01 10:17:00+05:30,NSEBANK,uf-n-1647516767046,32141.1,32158.55,32141.1,32158.55,0
2020-01-01 10:18:00+05:30,NSEBANK,uf-n-1647516767046,32159.05,32159.05,32143.5,32149.8,0
2020-01-01 10:19:00+05:30,NSEBANK,uf-n-1647516767046,32153.65,32154.1,32145.9,32151.75,0
2020-01-01 10:20:00+05:30,NSEBANK,uf-n-1647516767046,32154.35,32168.7,32151.05,32167.2,0
2020-01-01 10:21:00+05:30,NSEBANK,uf-n-1647516767046,32168.75,32174.55,32165.45,32171.35,0
2020-01-01 10:22:00+05:30,NSEBANK,uf-n-1647516767046,32168.75,32174,32155.55,32156,0
2020-01-01 10:23:00+05:30,NSEBANK,uf-n-1647516767046,32156.55,32162.85,32155.05,32160.85,0
2020-01-01 10:24:00+05:30,NSEBANK,uf-n-1647516767046,32160.15,32167,32155.5,32162.9,0
2020-01-01 10:25:00+05:30,NSEBANK,uf-n-1647516767046,32164.95,32165.35,32152.9,32156.3,0
2020-01-01 10:26:00+05:30,NSEBANK,uf-n-1647516767046,32156.6,32180.55,32156.6,32178.9,0
2020-01-01 10:27:00+05:30,NSEBANK,uf-n-1647516767046,32179.65,32185.1,32172.35,32179.05,0
2020-01-01 10:28:00+05:30,NSEBANK,uf-n-1647516767046,32180.1,32185.45,32177.25,32185.4,0
2020-01-01 10:29:00+05:30,NSEBANK,uf-n-1647516767046,32187.05,32188.05,32171.1,32174.4,0
2020-01-01 10:30:00+05:30,NSEBANK,uf-n-1647516767046,32171.55,32171.55,32127.2,32127.2,0
2020-01-01 10:31:00+05:30,NSEBANK,uf-n-1647516767046,32125.55,32144.75,32125.55,32139.9,0
2020-01-01 10:32:00+05:30,NSEBANK,uf-n-1647516767046,32140.3,32149.6,32137.8,32143.85,0
2020-01-01 10:33:00+05:30,NSEBANK,uf-n-1647516767046,32146.85,32157.4,32145.1,32156.3,0
2020-01-01 10:34:00+05:30,NSEBANK,uf-n-1647516767046,32156.15,32162.1,32154,32156.1,0
2020-01-01 10:35:00+05:30,NSEBANK,uf-n-1647516767046,32161.3,32161.3,32147.65,32147.65,0
2020-01-01 10:36:00+05:30,NSEBANK,uf-n-1647516767046,32151.45,32151.45,32134.65,32145,0
2020-01-01 10:37:00+05:30,NSEBANK,uf-n-1647516767046,32145.4,32146.9,32137.2,32140.8,0
2020-01-01 10:38:00+05:30,NSEBANK,uf-n-1647516767046,32142.05,32143.8,32133.65,32137.75,0
2020-01-01 10:39:00+05:30,NSEBANK,uf-n-1647516767046,32139.05,32143.95,32133.65,32141.5,0
2020-01-01 10:40:00+05:30,NSEBANK,uf-n-1647516767046,32145.9,32145.9,32138.05,32141.3,0
2020-01-01 10:41:00+05:30,NSEBANK,uf-n-1647516767046,32143,32154.15,32139.9,32153.2,0
2020-01-01 10:42:00+05:30,NSEBANK,uf-n-1647516767046,32151.95,32163.25,32148.95,32162.65,0
2020-01-01 10:43:00+05:30,NSEBANK,uf-n-1647516767046,32163.3,32163.3,32145.6,32145.6,0
2020-01-01 10:44:00+05:30,NSEBANK,uf-n-1647516767046,32147.75,32149.95,32138.9,32142.7,0
2020-01-01 10:45:00+05:30,NSEBANK,uf-n-1647516767046,32142.35,32148.75,32133.75,32144.6,0
2020-01-01 10:46:00+05:30,NSEBANK,uf-n-1647516767046,32142.85,32145.85,32134.9,32143.45,0
2020-01-01 10:47:00+05:30,NSEBANK,uf-n-1647516767046,32144.75,32144.75,32123.5,32134.75,0
2020-01-01 10:48:00+05:30,NSEBANK,uf-n-1647516767046,32134.7,32136.6,32123.45,32123.45,0
2020-01-01 10:49:00+05:30,NSEBANK,uf-n-1647516767046,32124.5,32128.2,32111.5,32120.75,0
2020-01-01 10:50:00+05:30,NSEBANK,uf-n-1647516767046,32119.95,32122.2,32113.65,32121.65,0
2020-01-01 10:51:00+05:30,NSEBANK,uf-n-1647516767046,32121.25,32122.55,32109.1,32116,0
2020-01-01 10:52:00+05:30,NSEBANK,uf-n-1647516767046,32114.95,32115.05,32090.7,32096.25,0
2020-01-01 10:53:00+05:30,NSEBANK,uf-n-1647516767046,32095.5,32100.7,32089.6,32094.9,0
2020-01-01 10:54:00+05:30,NSEBANK,uf-n-1647516767046,32097.7,32109.6,32094.45,32108.55,0
2020-01-01 10:55:00+05:30,NSEBANK,uf-n-1647516767046,32109.5,32109.5,32094.5,32103.3,0
2020-01-01 10:56:00+05:30,NSEBANK,uf-n-1647516767046,32104.55,32111.35,32100,32108.65,0
2020-01-01 10:57:00+05:30,NSEBANK,uf-n-1647516767046,32112.45,32112.45,32104.85,32109.4,0
2020-01-01 10:58:00+05:30,NSEBANK,uf-n-1647516767046,32108.7,32109,32096.95,32104.95,0
2020-01-01 10:59:00+05:30,NSEBANK,uf-n-1647516767046,32105.55,32107.75,32099.7,32107.75,0
2020-01-01 11:00:00+05:30,NSEBANK,uf-n-1647516767046,32107.9,32108.7,32101.95,32104.85,0
2020-01-01 11:01:00+05:30,NSEBANK,uf-n-1647516767046,32105.95,32116,32099.9,32116,0
2020-01-01 11:02:00+05:30,NSEBANK,uf-n-1647516767046,32114.3,32119.1,32110,32117.8,0
2020-01-01 11:03:00+05:30,NSEBANK,uf-n-1647516767046,32118.25,32119.2,32109.55,32111.85,0
2020-01-01 11:04:00+05:30,NSEBANK,uf-n-1647516767046,32112.55,32113.2,32101.25,32112.75,0
2020-01-01 11:05:00+05:30,NSEBANK,uf-n-1647516767046,32112.7,32113.75,32106.85,32110.75,0
2020-01-01 11:06:00+05:30,NSEBANK,uf-n-1647516767046,32111.7,32120.5,32107.3,32120.5,0
2020-01-01 11:07:00+05:30,NSEBANK,uf-n-1647516767046,32121.85,32122.95,32117.75,32120.05,0
2020-01-01 11:08:00+05:30,NSEBANK,uf-n-1647516767046,32122.75,32122.75,32110.55,32120.5,0
2020-01-01 11:09:00+05:30,NSEBANK,uf-n-1647516767046,32121.85,32122.8,32110.2,32111.5,0
2020-01-01 11:10:00+05:30,NSEBANK,uf-n-1647516767046,32112.1,32114.45,32105.3,32107.55,0
2020-01-01 11:11:00+05:30,NSEBANK,uf-n-1647516767046,32107.65,32107.65,32100.7,32103.5,0
2020-01-01 11:12:00+05:30,NSEBANK,uf-n-1647516767046,32102.95,32105,32099.2,32102.95,0
2020-01-01 11:13:00+05:30,NSEBANK,uf-n-1647516767046,32102.9,32114.8,32101.3,32114.55,0
2020-01-01 11:14:00+05:30,NSEBANK,uf-n-1647516767046,32111.65,32117.25,32110.15,32115.25,0
2020-01-01 11:15:00+05:30,NSEBANK,uf-n-1647516767046,32112.55,32126.15,32109.65,32126,0
2020-01-01 11:16:00+05:30,NSEBANK,uf-n-1647516767046,32125.2,32127.65,32120.65,32123.8,0
2020-01-01 11:17:00+05:30,NSEBANK,uf-n-1647516767046,32123.25,32125.3,32117.4,32120.45,0
2020-01-01 11:18:00+05:30,NSEBANK,uf-n-1647516767046,32119.3,32123.65,32110.85,32110.85,0
2020-01-01 11:19:00+05:30,NSEBANK,uf-n-1647516767046,32112.25,32112.25,32100,32104.2,0
2020-01-01 11:20:00+05:30,NSEBANK,uf-n-1647516767046,32104.6,32107.95,32093.7,32094,0
2020-01-01 11:21:00+05:30,NSEBANK,uf-n-1647516767046,32094.75,32097.9,32088.75,32089.9,0
2020-01-01 11:22:00+05:30,NSEBANK,uf-n-1647516767046,32088.75,32097.7,32088.5,32096.85,0
2020-01-01 11:23:00+05:30,NSEBANK,uf-n-1647516767046,32097.95,32099,32082.55,32083.2,0
2020-01-01 11:24:00+05:30,NSEBANK,uf-n-1647516767046,32084.85,32091.05,32079.1,32087.2,0
2020-01-01 11:25:00+05:30,NSEBANK,uf-n-1647516767046,32087.1,32088.3,32080.15,32086,0
2020-01-01 11:26:00+05:30,NSEBANK,uf-n-1647516767046,32085.8,32087.7,32081.05,32082.55,0
2020-01-01 11:27:00+05:30,NSEBANK,uf-n-1647516767046,32085.3,32094.85,32078.65,32090.95,0
2020-01-01 11:28:00+05:30,NSEBANK,uf-n-1647516767046,32093.45,32103.95,32091.3,32094.1,0
2020-01-01 11:29:00+05:30,NSEBANK,uf-n-1647516767046,32094.55,32100.3,32092.65,32096.45,0
2020-01-01 11:30:00+05:30,NSEBANK,uf-n-1647516767046,32096.35,32102.8,32094.15,32102.05,0
2020-01-01 11:31:00+05:30,NSEBANK,uf-n-1647516767046,32103.35,32111.25,32099,32109.15,0
2020-01-01 11:32:00+05:30,NSEBANK,uf-n-1647516767046,32110.7,32113.45,32105.75,32111.5,0
2020-01-01 11:33:00+05:30,NSEBANK,uf-n-1647516767046,32110.65,32113.7,32108.35,32109.65,0
2020-01-01 11:34:00+05:30,NSEBANK,uf-n-1647516767046,32111.05,32112.75,32104.6,32106.85,0
2020-01-01 11:35:00+05:30,NSEBANK,uf-n-1647516767046,32107,32110.1,32103.55,32107.35,0
2020-01-01 11:36:00+05:30,NSEBANK,uf-n-1647516767046,32104.85,32109.8,32100.85,32106.9,0
2020-01-01 11:37:00+05:30,NSEBANK,uf-n-1647516767046,32108.85,32109.6,32098.75,32101.05,0
2020-01-01 11:38:00+05:30,NSEBANK,uf-n-1647516767046,32101.35,32104.8,32095.75,32096.55,0
2020-01-01 11:39:00+05:30,NSEBANK,uf-n-1647516767046,32095.45,32099.2,32082.25,32088.55,0
2020-01-01 11:40:00+05:30,NSEBANK,uf-n-1647516767046,32090.5,32091.25,32081.75,32083.3,0
2020-01-01 11:41:00+05:30,NSEBANK,uf-n-1647516767046,32084.65,32087.4,32080.4,32081.6,0
2020-01-01 11:42:00+05:30,NSEBANK,uf-n-1647516767046,32080.7,32086.4,32077.5,32081.4,0
2020-01-01 11:43:00+05:30,NSEBANK,uf-n-1647516767046,32079.85,32083.05,32075.35,32082.45,0
2020-01-01 11:44:00+05:30,NSEBANK,uf-n-1647516767046,32083.4,32090.75,32080.45,32087.15,0
2020-01-01 11:45:00+05:30,NSEBANK,uf-n-1647516767046,32086.8,32089.05,32080.45,32081.2,0
2020-01-01 11:46:00+05:30,NSEBANK,uf-n-1647516767046,32081.75,32089.3,32080.7,32082.35,0
2020-01-01 11:47:00+05:30,NSEBANK,uf-n-1647516767046,32081.9,32088.1,32078.85,32086.4,0
2020-01-01 11:48:00+05:30,NSEBANK,uf-n-1647516767046,32083.65,32090.45,32082.45,32090.45,0
2020-01-01 11:49:00+05:30,NSEBANK,uf-n-1647516767046,32089.7,32092.95,32084.65,32088.95,0
2020-01-01 11:50:00+05:30,NSEBANK,uf-n-1647516767046,32088.15,32091.4,32083.15,32091.4,0
2020-01-01 11:51:00+05:30,NSEBANK,uf-n-1647516767046,32090.4,32090.4,32085.1,32089.6,0
2020-01-01 11:52:00+05:30,NSEBANK,uf-n-1647516767046,32089.85,32098.8,32086.95,32096.4,0
2020-01-01 11:53:00+05:30,NSEBANK,uf-n-1647516767046,32096.5,32096.5,32085.1,32088.65,0
2020-01-01 11:54:00+05:30,NSEBANK,uf-n-1647516767046,32089,32089.65,32078.8,32082.6,0
2020-01-01 11:55:00+05:30,NSEBANK,uf-n-1647516767046,32083.55,32086.05,32080.15,32082.15,0
2020-01-01 11:56:00+05:30,NSEBANK,uf-n-1647516767046,32083.85,32085.9,32077.65,32082.85,0
2020-01-01 11:57:00+05:30,NSEBANK,uf-n-1647516767046,32083.55,32085.15,32078.1,32084.15,0
2020-01-01 11:58:00+05:30,NSEBANK,uf-n-1647516767046,32085.6,32085.6,32076.3,32076.85,0
2020-01-01 11:59:00+05:30,NSEBANK,uf-n-1647516767046,32080.05,32088.75,32075.2,32088.75,0
2020-01-01 12:00:00+05:30,NSEBANK,uf-n-1647516767046,32086.8,32095,32082.75,32093.1,0
2020-01-01 12:01:00+05:30,NSEBANK,uf-n-1647516767046,32092.4,32097.15,32088.2,32095.9,0
2020-01-01 12:02:00+05:30,NSEBANK,uf-n-1647516767046,32097.1,32102.75,32094.05,32098.85,0
2020-01-01 12:03:00+05:30,NSEBANK,uf-n-1647516767046,32100.7,32100.85,32092.55,32098.2,0
2020-01-01 12:04:00+05:30,NSEBANK,uf-n-1647516767046,32098.85,32139,32096.25,32128.3,0
2020-01-01 12:05:00+05:30,NSEBANK,uf-n-1647516767046,32129.2,32150.85,32127.45,32147.5,0
2020-01-01 12:06:00+05:30,NSEBANK,uf-n-1647516767046,32146.65,32146.65,32129.7,32129.7,0
2020-01-01 12:07:00+05:30,NSEBANK,uf-n-1647516767046,32131.8,32133.05,32119.45,32127.15,0
2020-01-01 12:08:00+05:30,NSEBANK,uf-n-1647516767046,32127.8,32128.85,32120.05,32124.9,0
2020-01-01 12:09:00+05:30,NSEBANK,uf-n-1647516767046,32124.85,32135.25,32121.4,32127.55,0
2020-01-01 12:10:00+05:30,NSEBANK,uf-n-1647516767046,32129.9,32136.3,32119.7,32136.3,0
2020-01-01 12:11:00+05:30,NSEBANK,uf-n-1647516767046,32138.3,32150.1,32136.5,32146.1,0
2020-01-01 12:12:00+05:30,NSEBANK,uf-n-1647516767046,32145.9,32148.5,32136.4,32141.25,0
2020-01-01 12:13:00+05:30,NSEBANK,uf-n-1647516767046,32140.35,32147.1,32139.2,32142,0
2020-01-01 12:14:00+05:30,NSEBANK,uf-n-1647516767046,32143.2,32149.95,32141.95,32147.1,0
2020-01-01 12:15:00+05:30,NSEBANK,uf-n-1647516767046,32146.35,32147.7,32139.35,32145.6,0
2020-01-01 12:16:00+05:30,NSEBANK,uf-n-1647516767046,32144.3,32160.4,32139.3,32150.8,0
2020-01-01 12:17:00+05:30,NSEBANK,uf-n-1647516767046,32154.7,32163.8,32154.1,32160.5,0
2020-01-01 12:18:00+05:30,NSEBANK,uf-n-1647516767046,32159.85,32164.25,32145.6,32146.7,0
2020-01-01 12:19:00+05:30,NSEBANK,uf-n-1647516767046,32147.45,32148.2,32130.3,32132.05,0
2020-01-01 12:20:00+05:30,NSEBANK,uf-n-1647516767046,32133.05,32137.5,32127.7,32131.35,0
2020-01-01 12:21:00+05:30,NSEBANK,uf-n-1647516767046,32131.15,32131.15,32116,32119.4,0
2020-01-01 12:22:00+05:30,NSEBANK,uf-n-1647516767046,32118.4,32118.7,32109.1,32111.7,0
2020-01-01 12:23:00+05:30,NSEBANK,uf-n-1647516767046,32113.55,32113.55,32102.5,32106.2,0
2020-01-01 12:24:00+05:30,NSEBANK,uf-n-1647516767046,32109.7,32113.9,32107,32112.4,0
2020-01-01 12:25:00+05:30,NSEBANK,uf-n-1647516767046,32113.05,32116,32105.55,32112.95,0
2020-01-01 12:26:00+05:30,NSEBANK,uf-n-1647516767046,32115.8,32115.8,32103.2,32108.15,0
2020-01-01 12:27:00+05:30,NSEBANK,uf-n-1647516767046,32107.95,32108.9,32097.95,32103.5,0
2020-01-01 12:28:00+05:30,NSEBANK,uf-n-1647516767046,32103.35,32105.55,32089.55,32089.55,0
2020-01-01 12:29:00+05:30,NSEBANK,uf-n-1647516767046,32091.1,32096.75,32080.4,32084.2,0
2020-01-01 12:30:00+05:30,NSEBANK,uf-n-1647516767046,32085.55,32085.55,32061.75,32067.2,0
2020-01-01 12:31:00+05:30,NSEBANK,uf-n-1647516767046,32067.7,32072.65,32057.2,32064.45,0
2020-01-01 12:32:00+05:30,NSEBANK,uf-n-1647516767046,32065.1,32084.75,32064.5,32080.65,0
2020-01-01 12:33:00+05:30,NSEBANK,uf-n-1647516767046,32077.45,32089.65,32076,32083.9,0
2020-01-01 12:34:00+05:30,NSEBANK,uf-n-1647516767046,32082.05,32089.05,32077.15,32088.55,0
2020-01-01 12:35:00+05:30,NSEBANK,uf-n-1647516767046,32090.7,32102.55,32085.8,32100.05,0
2020-01-01 12:36:00+05:30,NSEBANK,uf-n-1647516767046,32100.3,32101.15,32093.75,32095.9,0
2020-01-01 12:37:00+05:30,NSEBANK,uf-n-1647516767046,32096.7,32099.25,32091.15,32094.35,0
2020-01-01 12:38:00+05:30,NSEBANK,uf-n-1647516767046,32095.65,32098.9,32091.7,32095,0
2020-01-01 12:39:00+05:30,NSEBANK,uf-n-1647516767046,32097.55,32102.8,32091.65,32096.8,0
2020-01-01 12:40:00+05:30,NSEBANK,uf-n-1647516767046,32096.9,32100.2,32091.9,32094.75,0
2020-01-01 12:41:00+05:30,NSEBANK,uf-n-1647516767046,32095.35,32098.2,32089,32092.1,0
2020-01-01 12:42:00+05:30,NSEBANK,uf-n-1647516767046,32093.95,32095.8,32084.8,32088.95,0
2020-01-01 12:43:00+05:30,NSEBANK,uf-n-1647516767046,32089.5,32099.85,32089.45,32095.35,0
2020-01-01 12:44:00+05:30,NSEBANK,uf-n-1647516767046,32095.95,32099.45,32089.8,32096.2,0
2020-01-01 12:45:00+05:30,NSEBANK,uf-n-1647516767046,32098.05,32106.9,32095.05,32104.15,0
2020-01-01 12:46:00+05:30,NSEBANK,uf-n-1647516767046,32102.95,32106.45,32099.1,32103.2,0
2020-01-01 12:47:00+05:30,NSEBANK,uf-n-1647516767046,32105.4,32108.85,32101.5,32107.6,0
2020-01-01 12:48:00+05:30,NSEBANK,uf-n-1647516767046,32107.9,32112.1,32101.35,32106.35,0
2020-01-01 12:49:00+05:30,NSEBANK,uf-n-1647516767046,32104.35,32110.05,32101.95,32109.25,0
2020-01-01 12:50:00+05:30,NSEBANK,uf-n-1647516767046,32109.65,32115.95,32105.4,32115.95,0
2020-01-01 12:51:00+05:30,NSEBANK,uf-n-1647516767046,32111.8,32117.55,32107.1,32108.25,0
2020-01-01 12:52:00+05:30,NSEBANK,uf-n-1647516767046,32110.55,32113.1,32104.5,32110.1,0
2020-01-01 12:53:00+05:30,NSEBANK,uf-n-1647516767046,32110.25,32113.55,32104.9,32105.55,0
2020-01-01 12:54:00+05:30,NSEBANK,uf-n-1647516767046,32106.45,32109.45,32102.35,32107.7,0
2020-01-01 12:55:00+05:30,NSEBANK,uf-n-1647516767046,32106.2,32107.95,32093.65,32096.45,0
2020-01-01 12:56:00+05:30,NSEBANK,uf-n-1647516767046,32096.5,32105.6,32096.45,32100.15,0
2020-01-01 12:57:00+05:30,NSEBANK,uf-n-1647516767046,32099.65,32106.35,32097.1,32106.35,0
2020-01-01 12:58:00+05:30,NSEBANK,uf-n-1647516767046,32105.4,32109.45,32099.2,32108.45,0
2020-01-01 12:59:00+05:30,NSEBANK,uf-n-1647516767046,32108.95,32110,32101.25,32107.2,0
2020-01-01 13:00:00+05:30,NSEBANK,uf-n-1647516767046,32105.5,32109.15,32101.35,32107.5,0
2020-01-01 13:01:00+05:30,NSEBANK,uf-n-1647516767046,32103.4,32106.75,32093.2,32097.7,0
2020-01-01 13:02:00+05:30,NSEBANK,uf-n-1647516767046,32099.25,32104.2,32096.2,32098.45,0
2020-01-01 13:03:00+05:30,NSEBANK,uf-n-1647516767046,32102.25,32105.35,32097.65,32100.85,0
2020-01-01 13:04:00+05:30,NSEBANK,uf-n-1647516767046,32101.95,32106.5,32098.65,32102.25,0
2020-01-01 13:05:00+05:30,NSEBANK,uf-n-1647516767046,32102.3,32105.05,32098.2,32098.55,0
2020-01-01 13:06:00+05:30,NSEBANK,uf-n-1647516767046,32101.65,32104.05,32097.6,32101.4,0
2020-01-01 13:07:00+05:30,NSEBANK,uf-n-1647516767046,32101.2,32102.65,32094.6,32099.7,0
2020-01-01 13:08:00+05:30,NSEBANK,uf-n-1647516767046,32099.05,32101.6,32093.85,32098.05,0
2020-01-01 13:09:00+05:30,NSEBANK,uf-n-1647516767046,32097.75,32103.9,32097.7,32099.65,0
2020-01-01 13:10:00+05:30,NSEBANK,uf-n-1647516767046,32098.5,32104.3,32096,32102.05,0
2020-01-01 13:11:00+05:30,NSEBANK,uf-n-1647516767046,32101.95,32105.15,32096.2,32102.65,0
2020-01-01 13:12:00+05:30,NSEBANK,uf-n-1647516767046,32102.4,32105.65,32095.65,32104.2,0
2020-01-01 13:13:00+05:30,NSEBANK,uf-n-1647516767046,32102.7,32105.35,32099.75,32100.7,0
2020-01-01 13:14:00+05:30,NSEBANK,uf-n-1647516767046,32101.6,32103.7,32087.6,32097,0
2020-01-01 13:15:00+05:30,NSEBANK,uf-n-1647516767046,32095.5,32096.75,32086.15,32088.3,0
2020-01-01 13:16:00+05:30,NSEBANK,uf-n-1647516767046,32090.9,32090.9,32080.55,32083.2,0
2020-01-01 13:17:00+05:30,NSEBANK,uf-n-1647516767046,32082.6,32092.8,32081.65,32091.2,0
2020-01-01 13:18:00+05:30,NSEBANK,uf-n-1647516767046,32090.7,32098.1,32086.5,32097.9,0
2020-01-01 13:19:00+05:30,NSEBANK,uf-n-1647516767046,32099,32103.15,32094.1,32102.7,0
2020-01-01 13:20:00+05:30,NSEBANK,uf-n-1647516767046,32102.55,32137.2,32098.05,32124.55,0
